conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/76b9e515-715d-4a53-a702-019adad1059b,install circuit breakers,"fit residual current devices
fit panel breakers
installation of circuit breakers
install circuit breaker
fit short-circuit protection
fit overload protection
circuit breaker installation
installing circuit breakers
installing circuit breaker
fit trip switches
installation of circuit breaker",skill/competence,cross-sector,"Install electrical switches designed to switch off automatically in case of an overload or short-circuit. Organise circuit breakers in the panel logically. Make sure no foreign objects are introduced into the panel. Use only circuit breakers approved for the panel, usually the same manufacturer."
http://data.europa.eu/esco/skill/76dc6263-a4dc-4123-9aea-25b1fead6edd,work in assembly line teams,"work as part of an assembly line teams
assembly line teamwork
work in high-speed mechanical assembly line teams
work in assembly line team
work in production line teams",skill/competence,cross-sector,Manufacture products on a moving assembly line. Work in a team where everyone has an assigned task.
http://data.europa.eu/esco/skill/770d4956-b5e0-4d44-bf42-3a766b232c5d,maintain a central project repository,"maintain a central project database
preserve a central project repository
preserve a central project database",skill/competence,cross-sector,Store project files and documents in a central repository accessible to the project manager and to all the project teams. Use available online tools and dedicated software.
http://data.europa.eu/esco/skill/7726fc5e-a972-4f0a-abbe-6be3043422f9,represent clients in courts,"represent clients in court
representing clients in courts
provide legal counsel in courts
represent client in court",skill/competence,cross-sector,Assume the position of representation in behalf of clients in courtrooms. Present arguments and evidence in favour of the client in order to win the case.
http://data.europa.eu/esco/skill/772a9c72-abef-4333-9788-f4cb48ad8e08,identify software for warehouse management,"determine software for warehouse management
identify applications for warehouse management
identify software applications for warehouse management
discover warehouse management software
recognize software for warehouse management",skill/competence,cross-sector,"Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations."
http://data.europa.eu/esco/skill/77397348-2ce4-4edb-81cc-9eb19f6a3ed7,load products for dispatch,"load a product for dispatch
loading products for dispatch
load brands for dispatch
load stock for dispatch
load goods for dispatch
load merchandise for dispatch
loading a product for dispatch",skill/competence,cross-sector,Load goods appropriately so that they can be sent safely to the receiver.
http://data.europa.eu/esco/skill/774ee0e0-5d24-48d8-8df0-4b7fea48a578,set up crane,"execute crane assembly operations
conduct activities to set up cranes
execute actions to erect cranes
carry out crane assembly operations
assemble crane
ready crane
prepare crane
carry out crane preparation operations
erect crane
undertake crane preparation activities",skill/competence,cross-sector,Set up cranes taking all safety measures into account.
http://data.europa.eu/esco/skill/77505a2a-b6a7-4571-9509-b45448167c0e,negotiate service with providers,"negotiate services with providers
negotiate providers' services
discuss contract terms and conditions with suppliers
agree with providers regarding terms of service contracts",skill/competence,cross-sector,"Arrange contracts with providers concerning accommodation, transport and leisure services."
http://data.europa.eu/esco/skill/77592603-505b-4096-97dd-d0def6bd7601,computational fluid dynamics,"CFD
airflow analysis
cfd
behaviour of fluids in motion
analysis of airflow
behaviour of fluids",knowledge,cross-sector,"The principles of computer-manipulated fluid mechanics, which determines the behaviour of fluids in motion."
http://data.europa.eu/esco/skill/77734d97-4376-4336-85a0-43f63c0eb399,apply foreign languages in social services,"talk to social service users in foreign language
apply foreign languages in social services environment
apply a foreign language in social services
apply foreign languages in social service
communicate in foreign languages in social services",skill/competence,cross-sector,"Communicate with social service users and social services providers in foreign languages, according to their needs."
http://data.europa.eu/esco/skill/77786157-8482-4c8c-82c6-999b85073c4d,teach intercultural communication methods,"impart intercultural communication methods
train for intercultural communication methods
expand intercultural communication methods
cultivate intercultural communication methods
raise awareness of intercultural communication methods
explain intercultural communication methods
develop intercultural communication methods
intercultural communication methods teaching
improve intercultural communication methods
promote intercultural communication methods",skill/competence,cross-sector,Advise individuals or businesses on their intercultural communication. Explain methods and ways to facilitate communication between people of other cultures.
http://data.europa.eu/esco/skill/77931759-69af-4637-8b26-c8376f9240e2,international business,"international commerce
cross-border business",knowledge,cross-sector,The processes related to production or distribution of goods and services across borders.
http://data.europa.eu/esco/skill/77980af4-bd9a-44c1-ae3b-9bcb98848ba5,lathe machine parts,"lathing and turning machine components
tumbling machine units
tumbling machine components
tumbling machine elements
tumbling machine pieces
lathing and turning machine elements
lathing and turning machine units
lathing and turning machine pieces",knowledge,cross-sector,"The different parts of a lathe machine and their applications, such as the compound, the bed, the sadle, the cross slide, the cutting tool, the lathe dog and more."
http://data.europa.eu/esco/skill/77a9c736-154e-4a19-8476-4246ed25fd54,historic architecture,"historical architecture
architecture history
architectural history",knowledge,cross-sector,The techniques and styles of various periods in history from an architectural standpoint.
http://data.europa.eu/esco/skill/77b636e8-fab3-41a8-8022-1e0a354059dc,show empathy,"show good manners
display consideration
concern for others
show concern for others
treat people fairly
demonstrate concern for others
showing empathy
show courtesy
demonstrate consideration
be empathic
communicate an empathic response
exhibit consideration",skill/competence,transversal,Show empathy in order to prevent any kind of symbolic violence and isolation and to guarantee a considerate attention to everyone. It should include a capacity to understand various verbal and non-verbal communication of sentiment and feeling.
http://data.europa.eu/esco/skill/77bf865e-6360-424f-9d77-ce03918c7dcf,design circuit boards,"prepare circuit boards
develop circuit boards
plan circuit boards
circuit board design
create circuit boards
draft circuit boards",skill/competence,cross-sector,"Draught circuit boards used in electronic product such as cell phones and computers, make sure to include integrated circuits and microchips in the design."
http://data.europa.eu/esco/skill/77d83989-fe69-4e2c-a04a-bf1207918ac3,work in conveyor belts in food manufacturing,"work in a conveyor belt in food manufacturing
working in conveyor belts in food manufacturing
work on conveyor belts in food manufacturing
toil in conveyor belts in food manufacturing
operate in conveyor belts in food manufacturing
perform in conveyor belts in food manufacturing
labour in conveyor belts in food manufacturing",skill/competence,cross-sector,Work in rotating conveyor belt systems in food manufacturing.
http://data.europa.eu/esco/skill/77e1563f-84fb-48dd-98f2-59a4e33908ca,cadastral taxation,"cadastral revenues
real estate revenues
real estate income
cadastral taxes
cadastral income
real estate taxes",knowledge,cross-sector,The taxation legislation concerning real estate and real property's metes-and-bounds of a community.
http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,understand written Berber,"interpret written Berber
comprehend written Berber
understand Berber writing
comprehend written Tamazight
make sense of written Berber
read Berber",skill/competence,transversal,Read and comprehend written texts in Berber.
http://data.europa.eu/esco/skill/7800332c-a8eb-4792-8d72-50d509616154,draft press releases,"compose press releases
draft press release
write press releases
prepare press releases
drafting press releases",skill/competence,cross-sector,Collect information and write press releases adjusting the register to the target audience and ensuring that the message is well conveyed.
http://data.europa.eu/esco/skill/78101d08-0c97-43f2-bfb9-19cd59cf4b63,transfer oxygen,"transferring oxygen
move oxygen
moving oxygen
oxygen transferring
oxygen moving",skill/competence,cross-sector,Transfer liquid or gaseous oxygen by opening the valves to allow the transfer through the heat exchanger to cool air and store the oxygen in tanks. This ensures the adequate temperature and pressure parameters are met.
http://data.europa.eu/esco/skill/781797f4-c2c3-49a4-a80d-eb81eb4f818c,liquidity management,"management of liquidity
liquidities management
liquidity oversight
handling of liquidity",knowledge,cross-sector,The theory and practices around the management of liquidity in a company with the aim of facilitating meeting obligations with thirds parties without compromising the smooth functioning of the company nor incurring in substantial losses.
http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,provide information on solar panels,"solar panel information providing
solar panels information providing
give information on solar panels
providing information on solar panels
solar panels information giving
solar panel information giving
giving information on solar panels",skill/competence,cross-sector,"Provide organisations and individuals searching for alternative methods to provide facilities and residences with energy on the costs, benefits, and negative aspects of the installation and use of solar panels, and what one must take into account when considering the purchase and installation of solar systems."
http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e,maintain professional records,"produce professional records
produce and maintain professional records
keep professional records
provide professional records
keep up qualified record
maintain professional documentations
maintain records of work
maintain reports professionally
maintain professional documentation
keep qualified records",skill/competence,cross-sector,Produce and maintain records of work performed.
http://data.europa.eu/esco/skill/7838de1e-d65e-4a3f-b60b-e2213026116f,operate material handling equipment,"execute warehouse operations using material handling equipment
use material handling equipment
cargo handling equipment
undertake warehouse operations using material handling equipment
use freight handling equipment
operate freight handling equipment
perform warehouse operations using material handling equipment
move warehouse goods using equipment
utilise freight handling equipment
move warehouse materials using equipment
carry out warehouse operations using material handling equipment
utilise material handling equipment",skill/competence,cross-sector,"Perform general physical activities in warehouse such as loading, unloading and sorting goods; operate handling equipment."
http://data.europa.eu/esco/skill/78482aac-638e-42da-a7a9-5eefe1bffdea,use theoretical marketing models,"work with theoretical marketing models
use theoretical models for marketing
use theoretical marketing model
utilize theoretical marketing models
using theoretical marketing models",skill/competence,cross-sector,"Interpret different academic theories and models of academic nature and make use of them to create the marketing strategy of the company. Employ strategies such as the 7Ps, the customer lifetime value, and the unique selling proposition (USP)."
http://data.europa.eu/esco/skill/786378b4-6661-4f51-b03c-3006a2bc2d62,monitor political conflicts,"oversee political conflicts
manage party political conflicts
moderate party political conflicts
supervise party political conflicts
manage political conflicts
moderate political conflicts
supervise political conflicts
oversee party political conflicts",skill/competence,cross-sector,"Monitor the possibility and development of political conflicts in specific contexts, such as in or between political parties, governments, or between different countries, as well as identifying its potential impact on government operations, and public safety."
http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,interact verbally in Irish,"speak Gaelic
verbally interact in Irish
communicate verbally in Irish
speak Irish
speak Irish Gaelic",skill/competence,transversal,Communicate orally in Irish.
http://data.europa.eu/esco/skill/786a74d6-7ecd-44d5-ae4f-87ff02fe3dbf,assess character,"estimate character
assessing character
evaluate character",skill/competence,cross-sector,"Assess how a certain person will react, verbally or physically, in a specific situation or to a specific happening."
http://data.europa.eu/esco/skill/787cc6d2-d3e1-4e9a-8664-787ac7f1d15b,distinguish lumber categories,"distinguishing lumber categories
discern lumber categories
identify lumber categories
determine lumber categories",skill/competence,cross-sector,Distinguish grade marks for each piece of lumber. These are based on its several possible strengths and defects. It allows grouping lumber into different size categories.
http://data.europa.eu/esco/skill/788df1e1-2991-455a-862e-062897f2a14e,make architectural mock-ups,"draft architectural mock-ups
draw up architectural mock-ups
plan architectural mock-ups
design architectural mock-ups",skill/competence,cross-sector,"Make a scale model that represents the vision and specifications of the construction project to allow the design team to review details such as colour and materials selection, and to show and discuss the project with the customers."
http://data.europa.eu/esco/skill/7893605c-18cc-4c68-8c22-4f969df1a673,liaise with advertising agencies,"liaise with advertising agency
cooperate with advertising agencies
collaborate with advertising agencies
work together with advertising agencies
liaise with ad agencies
liaising with advertising agencies",skill/competence,cross-sector,Communicate and cooperate with advertising agencies in transmitting the goals and specifications of the marketing plan. Liaise to develop an advertising and promotional campaign that represent the aim of the marketing plan.
http://data.europa.eu/esco/skill/78a45d6e-8785-4016-984f-b54cba6c3ae8,use wire hand tools,"work with wire hand tools
wire hand tools working
wire hand tools using
work on wires with hand tools
use hand tools on wires
using hand tools on wires
working with wire hand tools
using wire hand tools",skill/competence,cross-sector,"Be able to use wire hand tools, such as crimp tools, cable strippers, and cable cutters."
http://data.europa.eu/esco/skill/78affa10-50af-4f02-8e16-a90b7ed84279,ensure product preparation,"provide product preparation
assure product preparation
ensure a product is prepared
secure product preparation
ensuring that a product is prepared
enable product preparation
ensuring product preparation",skill/competence,cross-sector,Ensure that products such as food items are correctly prepared and made ready for consumption; combine different parts until they form one sellable unit.
http://data.europa.eu/esco/skill/78b1de70-0930-462f-9a7e-bf9b4135e1e2,write routine reports,"undertake routine reporting activities
create routine reports
produce written record of observations
complete routine reports
carry out routine reporting
generate routine reports
produce routine reports
compose routine reports
perform routine reporting activities",skill/competence,cross-sector,Compose regular reports by writing clear observations on the monitored processes in a respective field.
http://data.europa.eu/esco/skill/78d5f0a2-53ac-421e-b415-573a88557a21,pathogenic microorganisms,"bacteria
viruses
pathogenic microbes
pathogenic micro-organisms
pathogens",knowledge,cross-sector,"The main classes of pathogenic microorganisms, the spread of infection and the use of universal precautions."
http://data.europa.eu/esco/skill/78de3e5f-e3ea-4da2-aa09-3704d03ba622,advise on healthy lifestyles,"advise patients on health and lifestyle issues
promote a healthy lifestyle
advise on preventive measures
advise on healthy lifestyle
give healthy lifestyle advice",skill/competence,cross-sector,"Promote healthy lifestyles, preventive measures and self-care by strengthening empowerment, promoting health and enhancing behaviours and therapeutic compliance, providing patients with the adequate information in order to support compliance with and adherence to prescribed treatments, medication and nursing care."
http://data.europa.eu/esco/skill/78ecad49-4579-4e6d-932e-edeaada0fdfe,advise customers on usage of cosmetics,"suggest customers on usage of cosmetics
commend customers on usage of cosmetics
recommend customers on usage of cosmetics
instruct customers on usage of cosmetics
advise a customer on usage of a cosmetic
advise a customer on the usage of cosmetics
advise a customer on usage of cosmetics
help customers on usage of cosmetics",skill/competence,cross-sector,"Provide advice to customers on how to apply various cosmetic products such as lotions, powders, nail polish or creams."
http://data.europa.eu/esco/skill/78fc4e90-a522-480a-a2f0-21ff3dfe6ba7,repair battery components,"battery component repairing
mending batteries
battery mending
mend batteries
repairing battery components
batteries mending
battery components repairing",skill/competence,cross-sector,"Repair battery components through replacing cells, repairing wiring, or spot-welding cells."
http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,interact verbally in Punjabi,"communicate verbally in Punjabi
speak Panjabi
speak Punjabi
verbally interact in Punjabi",skill/competence,transversal,Communicate orally in Punjabi.
http://data.europa.eu/esco/skill/791e2eea-3380-4aed-b996-4bcabbe88591,market participants,"display participants
retail participants
market participant
advertise participants
a market participant
vend participants",knowledge,cross-sector,"The businesses, relations and opportunities of different participants in the market."
http://data.europa.eu/esco/skill/79234b29-5ed0-45f4-8aae-78e4013b3920,operate ship equipment,"use equipment on ship
operating ship equipment
using equipment on ship
use ship equipment
ship equipment operating
operate equipment on ship
using ship equipment
ship equipment using
operating equipment on ship",skill/competence,cross-sector,"Operate ship equipment such as engines and generators, winches, and HVAC systems. Assume responsibility for all exterior equipment, as well as some interior. Ensure that deck equipment is operated safely."
http://data.europa.eu/esco/skill/792789aa-6122-4dd7-be50-bcdb46f85725,"install heating, ventilation, air conditioning and refrigeration ducts","install HVAC ducts
fit HVAC ducts
install HVACR ducts
fit heating, ventilation, air conditioning and refrigeration ducts
installation of heating, ventilation, air conditioning and refrigeration ducts
heating, ventilation, air conditioning and refrigeration duct fitting
heating, ventilation, air conditioning and refrigeration duct installing
heating, ventilation, air conditioning and refrigeration duct installation",skill/competence,cross-sector,"Install ducts to deliver and remove air. Determine whether the duct should be flexible or not, and select the appropriate material based on projected usage. Waterproof and airproof the duct and insulate it against temperature influence to ensure maximum efficiency and prevent contamination with mould. Make the correct connections between the ducts and endpoints."
http://data.europa.eu/esco/skill/79329ded-7ee7-45c5-a89c-85386473efef,temperature scales,"temperature readings
a temperature scale
temperature levels
temperature scale",knowledge,cross-sector,Celsius and Fahrenheit temperature scales.
http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,understand spoken Slovak,"comprehend spoken Slovak
understand Slovak speech
interpret spoken Slovak
listen to Slovak
make sense of spoken Slovak",skill/competence,transversal,Comprehend orally expressed Slovak.
http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74,negotiate compromises,"bargain
resolve conflict
defuse conflict
influence decision-making processes
seek agreement
manage complaints
negotiating compromise
negotiate
bargaining",skill/competence,transversal,"Communicate with others with the intention of reaching a common understanding or to resolve a point of difference, without losing sight of one's own or others' intentions or goals."
http://data.europa.eu/esco/skill/79593e17-a63e-41bf-8f2f-ee9fd86df8a1,enforce alcohol drinking laws,"enforce laws on drinking alcohol
impose alcohol regulations
oblige conformity to the alcohol legislation
enforce drinking alcohol laws",skill/competence,cross-sector,"Implement local legislation surrounding the selling of alcoholic beverages, including its sale to minors."
http://data.europa.eu/esco/skill/796dc3f2-fadb-4de5-b9d0-39069a140caa,teach history,"teaches history
teaching history
explain history
provide instruction on history
educate on history",skill/competence,cross-sector,"Instruct students in the theory and practice of history and historical research, and more specifically in topics such as history of the Middle Ages, research methods, and source criticism."
http://data.europa.eu/esco/skill/79aa4ec0-399d-432e-aae8-7a390ce89bcc,perform maintenance on installed equipment,"perform maintenance on installed on-site equipment
execute maintenance on installed on-site equipment
carry out maintenance on installed on-site equipment
ensure functionality of installed on-site equipment
conduct maintenance activities on installed equipment
undertake installed equipment maintenance activities
undertake maintenance activities on installed equipment
conduct maintenance activities on installed on-site equipment
perform maintenance on on-site equipment
carry out maintenance on installed equipment
ensure functionality of installed equipment
execute maintenance on installed equipment",skill/competence,cross-sector,Perform the maintenance on installed equipment on-site. Follow procedures to avoid uninstalling equipment from machinery or vehicles.
http://data.europa.eu/esco/skill/79c012c7-4b09-497e-8152-e73e5d1d3384,adapt leadership styles in healthcare,"adapt styles of leadership
use different leadership styles
change leadership styles according to the situation",skill/competence,cross-sector,Adapt leadership styles and approaches to different situations concerning nursing clinical practice and healthcare.
http://data.europa.eu/esco/skill/79c366d4-0316-4838-b72e-c3be4f90fbd3,use communication devices,"use communication equipment
operate communication equipment
conduct communications operations using communication devices
utilise communication devices
communicate using communication equipment
operate communication devices
communicate using communication devices
utilise communication equipment
perform communication activities using communication devices
carry out activities using communication equipment",skill/competence,cross-sector,"Operate communication devices in order to interact with customers, colleagues, and others."
http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,advise on financial matters,"counsel on financial matters
advise on financial matter
advise on matters of finance
advising on financial matters
offer suggestions on financial matters
give recommendations on financial matters",skill/competence,cross-sector,"Consult, advise, and propose solutions with regards to financial management such as acquiring new assets, incurring in investments, and tax efficiency methods."
http://data.europa.eu/esco/skill/79c96922-6032-40d6-b391-0f4a0d85e620,make artistic food creations,"make an artistic food creation
make complete artistic food creations
making artistic food creations
assemble artistic food creations
produce artistic food creations
create artistic food creations",skill/competence,cross-sector,"Use ingredients, mixes and instruments to create artistic food preparations e.g. cakes. Be imaginative and resourceful, and combine colours and shapes to good effect. Turn designs into reality, caring for aesthetic and presentation."
http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a,collect ICT data,"obtain digital data
gather digital data; obtain digital data
gather digital data
collect digital data",skill/competence,cross-sector,Gather data by designing and applying search and sampling methods.
http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,cope with stress,"show mental resilience
manage pressure
coping with pressure
deal with pressure
handle pressure
accept challenges
cope with pressures
perform under pressure
stay cool under pressure
work under pressure",skill/competence,transversal,"Handle challenges, disruption and change and recover from set-backs and adversity."
http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e,monitor technology trends,"stay up to date with technology trends
monitor emerging technologies and industry trends
stay up to date on existing and emerging technology trends
monitor trends and innovations in technology
keep up with the latest technology trends
keep abreast of technical innovations
follow technology industry trends and new technologies",skill/competence,cross-sector,"Survey and investigate recent trends and developments in technology. Observe and anticipate their evolution, according to current or future market and business conditions."
http://data.europa.eu/esco/skill/7a1dcd86-8c78-40a8-b446-269438f24d72,subsidiary operations,"operations of subsidiary
subsidiary operation
branch operations",knowledge,cross-sector,"The coordination, processes, and operations revolving around the management of subsidiaries either nationally or internationally. The integration of strategic guidelines coming from the headquarters, consolidation of financial reporting, and abidance by the regulatory mandates of the jurisdiction where the subsidiary operates."
http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7,apply scientific methods,"implement scientific methods
administer scientific methods
apply a scientific method
employ scientific methods
utilise scientific methods
apply scientific methodology",skill/competence,cross-sector,"Apply scientific methods and techniques to investigate phenomena, by acquiring new knowledge or correcting and integrating previous knowledge."
http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb,use CAM software,"apply machinery control programmes
adopt machinery control programmes
handle CAM software
adopt CAM software
utilise machinery control programmes
utilise CAM software
handle machinery control programmes
apply CAM software",skill/competence,cross-sector,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,Javanese,"competent in Javanese
basa jawa
ability to comprehend spoken and written Javanese and to speak and write in Javanese
cara jawa",knowledge,transversal,The Javanese language.
http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,develop strategy to solve problems,"create implementation strategy
devise action plan
design strategy to solve problems
develop strategies to solve problems
decide priorities
identify tasks
develop objectives
strategic thinking
developing strategy to solve problems
devise strategy
develop problem solving strategy
set targets
come up with strategy to solve problems
adapt implementation strategy
create strategy to solve problems
identify goals
set goals
develop strategy to solve problem",skill/competence,cross-sector,"Develop specific goals and plans to prioritise, organise, and accomplish work."
http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49,work efficiently,"working efficiently
labor efficiently
efficiently work
do your job efficiently
work in an economical way",skill/competence,transversal,"Achieve objectives using minimum amount of time, effort, or cost."
http://data.europa.eu/esco/skill/7a950986-27fe-4b6c-adf3-88f211e77019,robotic components,"microprocessors
servomotors
encoders
range of robotic components
kinds of robotic components
circuit boards
types of robotic components
typology of robotic components",knowledge,cross-sector,"The components that can be found in robotic systems, such as microprocessors, electronics, sensors, circuit boards, encoders, servomotors, controllers, pneumatics or hydraulics."
http://data.europa.eu/esco/skill/7a96889b-5ae5-4a43-bcdf-ed38a759b739,install metal gas piping,"gas plumbing
fitting gas pipes
fit gas pipes
installing metal gas piping
metal gas piping installation
fitting of gas pipes
gas pipeworking
installation of metal gas piping",skill/competence,cross-sector,Safely install gas pipes and tubes made of steel or copper. Install all necessary connectors and modern ball valves. Test the pipe to make sure there are no leaks.
http://data.europa.eu/esco/skill/7a986287-84f2-4e5d-9ab4-fd7ec424ecf3,define measurable marketing objectives,"define measurable marketing objective
outline measurable marketing objectives
establish measurable marketing objectives
specify measurable marketing objectives
defining measurable marketing objectives
determine measurable marketing objectives
define marketing objectives",skill/competence,cross-sector,"Outline the measurable performance indicators of the marketing plan such as market share, customer value, brand awareness, and sales revenues. Follow up on the progress of these indicators during the development of the marketing plan."
http://data.europa.eu/esco/skill/7a9c3fa5-a9bb-46a0-8b5b-4d87427c8b76,monitor processing conditions,"supervise processing conditions
view processing conditions
monitor a processing condition
oversee processing conditions
process control systems
watch processing conditions
monitor process conditions",skill/competence,cross-sector,"Observe gauges, video monitors, and printouts to assess if specified processing conditions are in place. Make the necessary adjustments to process variables such as times, inputs, flow rates and temperature settings."
http://data.europa.eu/esco/skill/7aa52bdc-9c56-4341-be65-e8e30f64403f,monitor automated machines,"oversee automated machines
oversee automatic machinery
supervise automated machines
watch over automatic machinery
supervise automatic machinery
watch over automated machines
audit automatic machinery
audit automated machines",skill/competence,cross-sector,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment in order to identify abnormalities."
http://data.europa.eu/esco/skill/7add3681-17b6-4027-8a9d-ee92d2b96a42,manage workflow processes,"supervise workflow processes
manage workflow process
oversee workflow processes
direct workflow processes
run workflow processes
managing workflow processes",skill/competence,cross-sector,"Develop, document and implement traffic and workflow processes across the company for different functions. Liaise with several departments and services such as account management and the creative director to plan and resource work."
http://data.europa.eu/esco/skill/7ae62140-fe02-4ee3-a0c5-fb5668a2870d,consumer protection,"consumer precautions
consumer insurance
protecting a consumer
protection of a consumer
consumer rights
protection of consumers",knowledge,cross-sector,The current legislation applicable in relation to the rights of consumers in the marketplace.
http://data.europa.eu/esco/skill/7af6e9e8-1e11-4c0b-b7c6-ac96bbbbc674,coordinate engineering teams,"coordinating engineering teams
co-ordinating engineering teams
engineering team co-ordinating
engineering activities supervising
supervise engineering activities
co-ordinate engineering teams
engineering teams co-ordinating
engineering team coordinating
engineering teams coordinating
supervising engineering activities",skill/competence,cross-sector,"Plan, coordinate and supervise engineering activities together with engineers and engineering technicians. Ensure clear and effective channels of communication across all departments. Make sure the team is aware of the standards and objectives of the research and development."
http://data.europa.eu/esco/skill/7af76a2b-6bba-4350-9bfa-980e50c98481,SMED,single-minute exchange of dies,knowledge,cross-sector,SMED (Single-Minute Exchange of Dies) is a system for dramatically reducing the time it takes to complete equipment changeovers.
http://data.europa.eu/esco/skill/7af89cf0-9455-4fe8-8131-49932deecc94,work with blacksmithing power tools,"labour with blacksmithing power tools
operate with blacksmiths and farriers appliances and tools
perform with blacksmiths and farriers appliances and tools
labour with blacksmiths and farriers appliances and tools
toil with blacksmiths and farriers appliances and tools
perform with blacksmithing power tools
operate with blacksmithing power tools
toil with blacksmithing power tools",skill/competence,cross-sector,"Work with drills, air chisels, power hammers, hydraulic presses, grinders, and others to create (semi-)hand-made metal products by performing blacksmithing operations."
http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5,perform warehousing operations,"warehouse
perform warehouse operations
execute warehousing operations
carry out warehousing operations",skill/competence,cross-sector,"Perform operations carried out in warehouses such as packing, carrying, stacking goods, sorting, loading and unloading freight from vans, trucks, wagons, ships or aircrafts."
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,"OCR
cuda
matlab
tensorflow
simpleCV
openCV
keras",knowledge,cross-sector,"The definition and functioning of computer vision. Computer vision tools to allow computers to extract information from digital images such as photographs or video. Areas of application to solve real-world problems like security, autonomous driving, robotic manufacturing and inspection, digital image classification, medical image processing and diagnosis, and others."
http://data.europa.eu/esco/skill/7b1ab171-caed-4561-89e4-b214396b1ae8,pharmaceutical technology,"technology in pharmaceutics
technological pharmaceutics
pharmaceutical engineering",knowledge,cross-sector,"Pharmaceutical technology is the branch of pharmaceutics which deals with the technological design, development, manufacture, and evaluation of drugs and medicinal products."
http://data.europa.eu/esco/skill/7b2ebf06-c789-434e-b274-7f159a1a4ea3,machinery load capacity,"load capacity of machinery
machinery maximum loads
passive load capacity
active load capacity
maximum load capacity of machinery
machinery maximum load",knowledge,cross-sector,"The maximum load capacity of the operated piece of machinery, under different circumstances and in different positions and movements. Passive load capacity and active load capacity, which is measure while in motion."
http://data.europa.eu/esco/skill/7b34134b-eb4c-40da-98a0-98b6190aa93b,common children's diseases,"common children's infections
common children's sicknesses
common children's disease
common children's illnesses",knowledge,cross-sector,"The symptoms, characteristics, and treatment of diseases and disorders that often affect children, such as the measles, chickenpox, asthma, the mumps, and head lice."
http://data.europa.eu/esco/skill/7b34af45-c010-4f1e-a2f3-b3d690addb45,ensure quality assurance for pharmaceutical products,"guarantee quality of pharmaceutical products
assure quality of pharmaceutical products
ensure quality assurance for a pharmaceutical product",skill/competence,cross-sector,Take the necessary steps to guarantee the quality of pharmaceutical products ensuring that the refrigerators/freezers are at the correct temperature and complete the appropriate documentation.
http://data.europa.eu/esco/skill/7b3abd38-61ae-42a4-88bb-0884784f9ee1,advise client on technical possibilities,"offer suggestions to client on technical possibilities
advise clients on technical possibilities
advising client on technical possibilities
counsel client on technical possibilities
give client recommendations on technical possibilities
advise client on technical possibility",skill/competence,cross-sector,"Recommend technical solutions, including systems, to the client within the framework of a project."
http://data.europa.eu/esco/skill/7b4bc709-5888-4f78-bbaf-fb760d4e2e4b,maintain cleaning equipment,"manage cleaning equipment
take care of cleaning equipment
maintain equipment for cleaning
maintaining cleaning equipment",skill/competence,cross-sector,Clean and preserve the equipment and material used for cleaning purposes in a proper state.
http://data.europa.eu/esco/skill/7b56814d-5617-4e9a-af69-f30e63358759,sell cosmetics,"selling cosmetics
peddle cosmetics",skill/competence,cross-sector,"Sell a variety of cosmetic products such as lotions, soaps, lip sticks, hair removers, perfumes, tooth pastes, face masks, nail polisher and deodorants."
http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,"informatics
informatics studies",knowledge,cross-sector,"The scientific and practical study that deals with the foundations of information and computation, namely algorithms, data structures, programming, and data architecture. It deals with the practicability, structure and mechanisation of the methodical procedures that manage the acquisition, processing, and access to information."
